,kind,metric,corpus,f1_weighted,f1_0,f1_1,bal_acc
44,roddy_events,overlaps_after_p_future,CND,0.8164967179298401,0.8798726201057434,0.6481057286262513,0.7723877786698731
45,roddy_events,overlaps_after_p_future,CND_multimodal_early_fusion,0.8351789236068725,0.8930078506469726,0.6815262913703919,0.7945247690460533
46,roddy_events,overlaps_after_p_future,CND_multimodal_late_fusion,0.8420235276222229,0.8965126156806946,0.697244918346405,0.7970624845702832
47,roddy_events,overlaps_after_p_future,CND_video_only,0.7363705992698669,0.8308223247528076,0.485410475730896,0.6668149648905036
48,roddy_events,overlaps_after_p_now,CND,0.723271369934082,0.834170114994049,0.42861121892929077,0.6297830392661703
49,roddy_events,overlaps_after_p_now,CND_multimodal_early_fusion,0.7422987580299377,0.8460900783538818,0.4665230929851532,0.659822206426804
50,roddy_events,overlaps_after_p_now,CND_multimodal_late_fusion,0.7538418889045715,0.8542587876319885,0.48703213334083556,0.6703016593403885
51,roddy_events,overlaps_after_p_now,CND_video_only,0.7086686372756958,0.8217005491256714,0.40834049582481385,0.6233565378979786
52,roddy_events,overlaps_before_p_future,CND,0.7791768670082092,0.8562836885452271,0.5743024826049805,0.727677377430221
53,roddy_events,overlaps_before_p_future,CND_multimodal_early_fusion,0.7969235062599183,0.8679406046867371,0.6082295656204224,0.7485900211292542
54,roddy_events,overlaps_before_p_future,CND_multimodal_late_fusion,0.8049401760101318,0.8752469658851624,0.6181336522102356,0.7515677889340125
55,roddy_events,overlaps_before_p_future,CND_video_only,0.7141153573989868,0.8255249261856079,0.4180978238582611,0.6400122875671179
56,roddy_events,overlaps_before_p_now,CND,0.6813403487205505,0.8098875284194946,0.33978787064552307,0.5923510543225473
57,roddy_events,overlaps_before_p_now,CND_multimodal_early_fusion,0.693894362449646,0.8098767638206482,0.385726797580719,0.6130949925786034
58,roddy_events,overlaps_before_p_now,CND_multimodal_late_fusion,0.7003673553466797,0.8170106887817383,0.39044360518455506,0.6195793864604153
59,roddy_events,overlaps_before_p_now,CND_video_only,0.6928380966186524,0.8185909271240235,0.3587103545665741,0.6003964275260527
