,Wall time,Step,Value,run,fold,split,objective,batch_size,learning_rate,
4,1724597368,5,0.007635024842,CND_multimodal_late_fusion,3,val,vad,16,0.005,
5,1724607260,6,0.007430310827,CND_multimodal_late_fusion,3,val,vad,16,0.005,
6,1724617296,7,0.007436965592,CND_multimodal_late_fusion,3,val,vad,16,0.005,
7,1724627159,8,0.007428084966,CND_multimodal_late_fusion,3,val,vad,16,0.005,
8,1724637124,9,0.00736536365,CND_multimodal_late_fusion,3,val,vad,16,0.005,
9,1724646960,10,0.007443198003,CND_multimodal_late_fusion,3,val,vad,16,0.005,
0,1724459643,1,0.1241350695,CND_multimodal_late_fusion,2,val,vap,16,0.005,
1,1724469442,2,0.12271709,CND_multimodal_late_fusion,2,val,vap,16,0.005,
2,1724479230,3,0.1230972186,CND_multimodal_late_fusion,2,val,vap,16,0.005,
3,1724489032,4,0.1239220724,CND_multimodal_late_fusion,2,val,vap,16,0.005,
4,1724498841,5,0.122099638,CND_multimodal_late_fusion,2,val,vap,16,0.005,
5,1724508670,6,0.1225100607,CND_multimodal_late_fusion,2,val,vap,16,0.005,
6,1724518607,7,0.1224973351,CND_multimodal_late_fusion,2,val,vap,16,0.005,
7,1724528494,8,0.1229129955,CND_multimodal_late_fusion,2,val,vap,16,0.005,
8,1724538359,9,0.123658292,CND_multimodal_late_fusion,2,val,vap,16,0.005,
9,1724548261,10,0.1230662838,CND_multimodal_late_fusion,2,val,vap,16,0.005,
0,1724262350,1,0.1271205992,CND_multimodal_late_fusion,0,val,vap,16,0.005,
1,1724272086,2,0.1286465228,CND_multimodal_late_fusion,0,val,vap,16,0.005,
2,1724281835,3,0.126269713,CND_multimodal_late_fusion,0,val,vap,16,0.005,
3,1724291598,4,0.1268846393,CND_multimodal_late_fusion,0,val,vap,16,0.005,
4,1724301376,5,0.1251375973,CND_multimodal_late_fusion,0,val,vap,16,0.005,
5,1724311156,6,0.1260158122,CND_multimodal_late_fusion,0,val,vap,16,0.005,
6,1724321722,7,0.1256234348,CND_multimodal_late_fusion,0,val,vap,16,0.005,
7,1724331546,8,0.1230899617,CND_multimodal_late_fusion,0,val,vap,16,0.005,
8,1724341376,9,0.1230069399,CND_multimodal_late_fusion,0,val,vap,16,0.005,
9,1724351207,10,0.1238933951,CND_multimodal_late_fusion,0,val,vap,16,0.005,
0,1724361034,1,0.1189386845,CND_multimodal_late_fusion,1,val,vap,16,0.005,
1,1724370872,2,0.120648995,CND_multimodal_late_fusion,1,val,vap,16,0.005,
2,1724380713,3,0.1140522286,CND_multimodal_late_fusion,1,val,vap,16,0.005,
3,1724390533,4,0.1162432656,CND_multimodal_late_fusion,1,val,vap,16,0.005,
4,1724400350,5,0.1164284348,CND_multimodal_late_fusion,1,val,vap,16,0.005,
5,1724410117,6,0.1125663221,CND_multimodal_late_fusion,1,val,vap,16,0.005,
6,1724419967,7,0.1219975948,CND_multimodal_late_fusion,1,val,vap,16,0.005,
7,1724429822,8,0.1183819249,CND_multimodal_late_fusion,1,val,vap,16,0.005,
8,1724439782,9,0.1204658002,CND_multimodal_late_fusion,1,val,vap,16,0.005,
9,1724449866,10,0.1208019331,CND_multimodal_late_fusion,1,val,vap,16,0.005,
0,1724656723,1,0.1227123216,CND_multimodal_late_fusion,4,val,vap,16,0.005,
1,1724666533,2,0.1232833564,CND_multimodal_late_fusion,4,val,vap,16,0.005,
2,1724676364,3,0.1226680577,CND_multimodal_late_fusion,4,val,vap,16,0.005,
3,1724686149,4,0.1219673753,CND_multimodal_late_fusion,4,val,vap,16,0.005,
4,1724695962,5,0.1214777455,CND_multimodal_late_fusion,4,val,vap,16,0.005,
5,1724705808,6,0.1191923246,CND_multimodal_late_fusion,4,val,vap,16,0.005,
6,1724715642,7,0.1213460714,CND_multimodal_late_fusion,4,val,vap,16,0.005,
7,1724725473,8,0.1174772903,CND_multimodal_late_fusion,4,val,vap,16,0.005,
8,1724735330,9,0.1181608886,CND_multimodal_late_fusion,4,val,vap,16,0.005,
9,1724745167,10,0.1193039268,CND_multimodal_late_fusion,4,val,vap,16,0.005,
0,1724558038,1,0.1148663238,CND_multimodal_late_fusion,3,val,vap,16,0.005,
1,1724567821,2,0.1104397252,CND_multimodal_late_fusion,3,val,vap,16,0.005,
2,1724577645,3,0.1092521176,CND_multimodal_late_fusion,3,val,vap,16,0.005,
3,1724587479,4,0.107605584,CND_multimodal_late_fusion,3,val,vap,16,0.005,
4,1724597368,5,0.1080917642,CND_multimodal_late_fusion,3,val,vap,16,0.005,
5,1724607260,6,0.1091985554,CND_multimodal_late_fusion,3,val,vap,16,0.005,
6,1724617296,7,0.108984597,CND_multimodal_late_fusion,3,val,vap,16,0.005,
7,1724627159,8,0.1073478162,CND_multimodal_late_fusion,3,val,vap,16,0.005,
8,1724637124,9,0.108482331,CND_multimodal_late_fusion,3,val,vap,16,0.005,
9,1724646960,10,0.1088584363,CND_multimodal_late_fusion,3,val,vap,16,0.005,
0,1724446929,1,0.05984185264,CND_multimodal_audio_only,3,train,vad,32,0.001,
1,1724451013,2,0.05725281686,CND_multimodal_audio_only,3,train,vad,32,0.001,
2,1724455104,3,0.05629177019,CND_multimodal_audio_only,3,train,vad,32,0.001,
3,1724459197,4,0.05565620959,CND_multimodal_audio_only,3,train,vad,32,0.001,
4,1724463299,5,0.05513567105,CND_multimodal_audio_only,3,train,vad,32,0.001,
5,1724467398,6,0.05472669005,CND_multimodal_audio_only,3,train,vad,32,0.001,
6,1724471495,7,0.05439146608,CND_multimodal_audio_only,3,train,vad,32,0.001,
7,1724475595,8,0.05407506973,CND_multimodal_audio_only,3,train,vad,32,0.001,
8,1724479689,9,0.05380221829,CND_multimodal_audio_only,3,train,vad,32,0.001,
9,1724483791,10,0.05355417356,CND_multimodal_audio_only,3,train,vad,32,0.001,
0,1724405989,1,0.05963689461,CND_multimodal_audio_only,2,train,vad,32,0.001,
1,1724410067,2,0.05710963905,CND_multimodal_audio_only,2,train,vad,32,0.001,
2,1724414173,3,0.05619791523,CND_multimodal_audio_only,2,train,vad,32,0.001,
3,1724418256,4,0.05559947714,CND_multimodal_audio_only,2,train,vad,32,0.001,
4,1724422345,5,0.05512207374,CND_multimodal_audio_only,2,train,vad,32,0.001,
5,1724426436,6,0.05476641282,CND_multimodal_audio_only,2,train,vad,32,0.001,
6,1724430531,7,0.05446220189,CND_multimodal_audio_only,2,train,vad,32,0.001,
7,1724434622,8,0.0541774258,CND_multimodal_audio_only,2,train,vad,32,0.001,
8,1724438710,9,0.05392633006,CND_multimodal_audio_only,2,train,vad,32,0.001,
9,1724442809,10,0.0536935702,CND_multimodal_audio_only,2,train,vad,32,0.001,
0,1724364930,1,0.0597262457,CND_multimodal_audio_only,1,train,vad,32,0.001,
1,1724369016,2,0.05721964315,CND_multimodal_audio_only,1,train,vad,32,0.001,
2,1724373122,3,0.05628775805,CND_multimodal_audio_only,1,train,vad,32,0.001,
3,1724377224,4,0.05562568083,CND_multimodal_audio_only,1,train,vad,32,0.001,
4,1724381337,5,0.05513230339,CND_multimodal_audio_only,1,train,vad,32,0.001,
5,1724385433,6,0.05471924692,CND_multimodal_audio_only,1,train,vad,32,0.001,
6,1724389543,7,0.05437511951,CND_multimodal_audio_only,1,train,vad,32,0.001,
7,1724393644,8,0.05408943444,CND_multimodal_audio_only,1,train,vad,32,0.001,
8,1724397785,9,0.05382524058,CND_multimodal_audio_only,1,train,vad,32,0.001,
9,1724401891,10,0.05355514959,CND_multimodal_audio_only,1,train,vad,32,0.001,
0,1724487881,1,0.06010243669,CND_multimodal_audio_only,4,train,vad,32,0.001,
1,1724491969,2,0.05753830075,CND_multimodal_audio_only,4,train,vad,32,0.001,
2,1724496055,3,0.05655194446,CND_multimodal_audio_only,4,train,vad,32,0.001,
3,1724500140,4,0.05587459356,CND_multimodal_audio_only,4,train,vad,32,0.001,
4,1724504232,5,0.05539979041,CND_multimodal_audio_only,4,train,vad,32,0.001,
5,1724508327,6,0.05495138094,CND_multimodal_audio_only,4,train,vad,32,0.001,
6,1724512444,7,0.05459772423,CND_multimodal_audio_only,4,train,vad,32,0.001,
7,1724516563,8,0.05428665504,CND_multimodal_audio_only,4,train,vad,32,0.001,
8,1724520717,9,0.05400507897,CND_multimodal_audio_only,4,train,vad,32,0.001,
9,1724524861,10,0.0537542142,CND_multimodal_audio_only,4,train,vad,32,0.001,
0,1724324044,1,0.0597147271,CND_multimodal_audio_only,0,train,vad,32,0.001,
1,1724328127,2,0.05719313771,CND_multimodal_audio_only,0,train,vad,32,0.001,
2,1724332201,3,0.05627254769,CND_multimodal_audio_only,0,train,vad,32,0.001,
3,1724336287,4,0.05559580028,CND_multimodal_audio_only,0,train,vad,32,0.001,
4,1724340383,5,0.05508437753,CND_multimodal_audio_only,0,train,vad,32,0.001,
5,1724344457,6,0.0546916388,CND_multimodal_audio_only,0,train,vad,32,0.001,
6,1724348554,7,0.05434435606,CND_multimodal_audio_only,0,train,vad,32,0.001,
7,1724352629,8,0.05404899642,CND_multimodal_audio_only,0,train,vad,32,0.001,
8,1724356719,9,0.05377921835,CND_multimodal_audio_only,0,train,vad,32,0.001,
9,1724360802,10,0.05353188142,CND_multimodal_audio_only,0,train,vad,32,0.001,
0,1724446929,1,0.004369999748,CND_multimodal_audio_only,3,train,vap,32,0.001,
1,1724451013,2,0.004113945179,CND_multimodal_audio_only,3,train,vap,32,0.001,
2,1724455104,3,0.004039182328,CND_multimodal_audio_only,3,train,vap,32,0.001,
3,1724459197,4,0.00398742361,CND_multimodal_audio_only,3,train,vap,32,0.001,
4,1724463299,5,0.003952913918,CND_multimodal_audio_only,3,train,vap,32,0.001,
5,1724467398,6,0.003923346754,CND_multimodal_audio_only,3,train,vap,32,0.001,
6,1724471495,7,0.003901640186,CND_multimodal_audio_only,3,train,vap,32,0.001,
7,1724475595,8,0.003881259356,CND_multimodal_audio_only,3,train,vap,32,0.001,
8,1724479689,9,0.003864885075,CND_multimodal_audio_only,3,train,vap,32,0.001,
9,1724483791,10,0.003849721747,CND_multimodal_audio_only,3,train,vap,32,0.001,
0,1724405989,1,0.004397531506,CND_multimodal_audio_only,2,train,vap,32,0.001,
1,1724410067,2,0.004137688316,CND_multimodal_audio_only,2,train,vap,32,0.001,
2,1724414173,3,0.004055000376,CND_multimodal_audio_only,2,train,vap,32,0.001,
3,1724418256,4,0.00400811201,CND_multimodal_audio_only,2,train,vap,32,0.001,
4,1724422345,5,0.003970641643,CND_multimodal_audio_only,2,train,vap,32,0.001,
5,1724426436,6,0.003943125717,CND_multimodal_audio_only,2,train,vap,32,0.001,
6,1724430531,7,0.003920433577,CND_multimodal_audio_only,2,train,vap,32,0.001,
7,1724434622,8,0.003901558463,CND_multimodal_audio_only,2,train,vap,32,0.001,
8,1724438710,9,0.003884803271,CND_multimodal_audio_only,2,train,vap,32,0.001,
9,1724442809,10,0.00386975985,CND_multimodal_audio_only,2,train,vap,32,0.001,
0,1724487881,1,0.004396037664,CND_multimodal_audio_only,4,train,vap,32,0.001,
1,1724491969,2,0.004142154474,CND_multimodal_audio_only,4,train,vap,32,0.001,
2,1724496055,3,0.004063989967,CND_multimodal_audio_only,4,train,vap,32,0.001,
3,1724500140,4,0.004014042206,CND_multimodal_audio_only,4,train,vap,32,0.001,
4,1724504232,5,0.003978098277,CND_multimodal_audio_only,4,train,vap,32,0.001,
5,1724508327,6,0.003946742974,CND_multimodal_audio_only,4,train,vap,32,0.001,
6,1724512444,7,0.003924552817,CND_multimodal_audio_only,4,train,vap,32,0.001,
7,1724516563,8,0.003905820427,CND_multimodal_audio_only,4,train,vap,32,0.001,
8,1724520717,9,0.003887422383,CND_multimodal_audio_only,4,train,vap,32,0.001,
9,1724524861,10,0.003872998757,CND_multimodal_audio_only,4,train,vap,32,0.001,
0,1724324044,1,0.004372858442,CND_multimodal_audio_only,0,train,vap,32,0.001,
1,1724328127,2,0.004115053918,CND_multimodal_audio_only,0,train,vap,32,0.001,
2,1724332201,3,0.004037744831,CND_multimodal_audio_only,0,train,vap,32,0.001,
3,1724336287,4,0.003987609874,CND_multimodal_audio_only,0,train,vap,32,0.001,
4,1724340383,5,0.003951036837,CND_multimodal_audio_only,0,train,vap,32,0.001,
5,1724344457,6,0.003921135794,CND_multimodal_audio_only,0,train,vap,32,0.001,
6,1724348554,7,0.003899160773,CND_multimodal_audio_only,0,train,vap,32,0.001,
7,1724352629,8,0.003876095172,CND_multimodal_audio_only,0,train,vap,32,0.001,
8,1724356719,9,0.003858766053,CND_multimodal_audio_only,0,train,vap,32,0.001,
9,1724360802,10,0.003844386898,CND_multimodal_audio_only,0,train,vap,32,0.001,
0,1724364930,1,0.00437204726,CND_multimodal_audio_only,1,train,vap,32,0.001,
1,1724369016,2,0.004110698123,CND_multimodal_audio_only,1,train,vap,32,0.001,
2,1724373122,3,0.00403499091,CND_multimodal_audio_only,1,train,vap,32,0.001,
3,1724377224,4,0.003986502998,CND_multimodal_audio_only,1,train,vap,32,0.001,
4,1724381337,5,0.003949847538,CND_multimodal_audio_only,1,train,vap,32,0.001,
5,1724385433,6,0.003919855691,CND_multimodal_audio_only,1,train,vap,32,0.001,
6,1724389543,7,0.003897397313,CND_multimodal_audio_only,1,train,vap,32,0.001,
7,1724393644,8,0.00387931522,CND_multimodal_audio_only,1,train,vap,32,0.001,
8,1724397785,9,0.003862626385,CND_multimodal_audio_only,1,train,vap,32,0.001,
9,1724401891,10,0.003847204149,CND_multimodal_audio_only,1,train,vap,32,0.001,
0,1724365402,1,0.004169110209,CND_multimodal_audio_only,1,val,vad,32,0.001,
1,1724369494,2,0.004100418184,CND_multimodal_audio_only,1,val,vad,32,0.001,
2,1724373596,3,0.004122316372,CND_multimodal_audio_only,1,val,vad,32,0.001,
3,1724377709,4,0.004070493858,CND_multimodal_audio_only,1,val,vad,32,0.001,
4,1724381812,5,0.004061702639,CND_multimodal_audio_only,1,val,vad,32,0.001,
5,1724385920,6,0.004037685227,CND_multimodal_audio_only,1,val,vad,32,0.001,
6,1724390020,7,0.004076661542,CND_multimodal_audio_only,1,val,vad,32,0.001,
7,1724394153,8,0.004029409494,CND_multimodal_audio_only,1,val,vad,32,0.001,
8,1724398261,9,0.004047702998,CND_multimodal_audio_only,1,val,vad,32,0.001,
9,1724402405,10,0.004082447384,CND_multimodal_audio_only,1,val,vad,32,0.001,
0,1724488374,1,0.004061806947,CND_multimodal_audio_only,4,val,vad,32,0.001,
1,1724492463,2,0.004061393905,CND_multimodal_audio_only,4,val,vad,32,0.001,
2,1724496549,3,0.003974914551,CND_multimodal_audio_only,4,val,vad,32,0.001,
3,1724500634,4,0.003945520148,CND_multimodal_audio_only,4,val,vad,32,0.001,
4,1724504732,5,0.003956856672,CND_multimodal_audio_only,4,val,vad,32,0.001,
5,1724508835,6,0.003936167806,CND_multimodal_audio_only,4,val,vad,32,0.001,
6,1724512962,7,0.003912391607,CND_multimodal_audio_only,4,val,vad,32,0.001,
7,1724517105,8,0.003957942128,CND_multimodal_audio_only,4,val,vad,32,0.001,
8,1724521259,9,0.004060412291,CND_multimodal_audio_only,4,val,vad,32,0.001,
9,1724525422,10,0.003903123317,CND_multimodal_audio_only,4,val,vad,32,0.001,
0,1724324544,1,0.00426891353,CND_multimodal_audio_only,0,val,vad,32,0.001,
1,1724328624,2,0.004173064604,CND_multimodal_audio_only,0,val,vad,32,0.001,
2,1724332698,3,0.004165464081,CND_multimodal_audio_only,0,val,vad,32,0.001,
3,1724336798,4,0.00411894545,CND_multimodal_audio_only,0,val,vad,32,0.001,
4,1724340880,5,0.004145624582,CND_multimodal_audio_only,0,val,vad,32,0.001,
5,1724344975,6,0.00408795476,CND_multimodal_audio_only,0,val,vad,32,0.001,
6,1724349054,7,0.004114023875,CND_multimodal_audio_only,0,val,vad,32,0.001,
7,1724353144,8,0.004132378381,CND_multimodal_audio_only,0,val,vad,32,0.001,
8,1724357227,9,0.004107130226,CND_multimodal_audio_only,0,val,vad,32,0.001,
9,1724361313,10,0.004092869814,CND_multimodal_audio_only,0,val,vad,32,0.001,
0,1724447419,1,0.004204396624,CND_multimodal_audio_only,3,val,vad,32,0.001,
1,1724451504,2,0.004111786839,CND_multimodal_audio_only,3,val,vad,32,0.001,
2,1724455593,3,0.004110591486,CND_multimodal_audio_only,3,val,vad,32,0.001,
3,1724459689,4,0.004059236031,CND_multimodal_audio_only,3,val,vad,32,0.001,
4,1724463790,5,0.004149963148,CND_multimodal_audio_only,3,val,vad,32,0.001,
5,1724467888,6,0.00402736431,CND_multimodal_audio_only,3,val,vad,32,0.001,
6,1724471988,7,0.004056945909,CND_multimodal_audio_only,3,val,vad,32,0.001,
7,1724476086,8,0.004048706964,CND_multimodal_audio_only,3,val,vad,32,0.001,
8,1724480185,9,0.00406527333,CND_multimodal_audio_only,3,val,vad,32,0.001,
9,1724484283,10,0.004059865139,CND_multimodal_audio_only,3,val,vad,32,0.001,
0,1724406485,1,0.004192627501,CND_multimodal_audio_only,2,val,vad,32,0.001,
1,1724410578,2,0.004091174342,CND_multimodal_audio_only,2,val,vad,32,0.001,
2,1724414668,3,0.00403461419,CND_multimodal_audio_only,2,val,vad,32,0.001,
3,1724418753,4,0.004047071096,CND_multimodal_audio_only,2,val,vad,32,0.001,
4,1724422840,5,0.004027029965,CND_multimodal_audio_only,2,val,vad,32,0.001,
5,1724426939,6,0.004000287503,CND_multimodal_audio_only,2,val,vad,32,0.001,
6,1724431029,7,0.004042620305,CND_multimodal_audio_only,2,val,vad,32,0.001,
7,1724435121,8,0.003983067349,CND_multimodal_audio_only,2,val,vad,32,0.001,
8,1724439211,9,0.003992559388,CND_multimodal_audio_only,2,val,vad,32,0.001,
9,1724443324,10,0.004015698098,CND_multimodal_audio_only,2,val,vad,32,0.001,
0,1724406485,1,0.06385722011,CND_multimodal_audio_only,2,val,vap,32,0.001,
1,1724410578,2,0.0628888756,CND_multimodal_audio_only,2,val,vap,32,0.001,
2,1724414668,3,0.06056147441,CND_multimodal_audio_only,2,val,vap,32,0.001,
3,1724418753,4,0.05955306813,CND_multimodal_audio_only,2,val,vap,32,0.001,
4,1724422840,5,0.06081050634,CND_multimodal_audio_only,2,val,vap,32,0.001,
5,1724426939,6,0.05899204686,CND_multimodal_audio_only,2,val,vap,32,0.001,
6,1724431029,7,0.0595436357,CND_multimodal_audio_only,2,val,vap,32,0.001,
7,1724435121,8,0.06079608947,CND_multimodal_audio_only,2,val,vap,32,0.001,
8,1724439211,9,0.05951839685,CND_multimodal_audio_only,2,val,vap,32,0.001,
9,1724443324,10,0.06084024534,CND_multimodal_audio_only,2,val,vap,32,0.001,
0,1724447419,1,0.05791543424,CND_multimodal_audio_only,3,val,vap,32,0.001,
1,1724451504,2,0.05690922216,CND_multimodal_audio_only,3,val,vap,32,0.001,
2,1724455593,3,0.05720565096,CND_multimodal_audio_only,3,val,vap,32,0.001,
3,1724459689,4,0.05801746622,CND_multimodal_audio_only,3,val,vap,32,0.001,
4,1724463790,5,0.05756521598,CND_multimodal_audio_only,3,val,vap,32,0.001,
5,1724467888,6,0.05820134655,CND_multimodal_audio_only,3,val,vap,32,0.001,
6,1724471988,7,0.05727658793,CND_multimodal_audio_only,3,val,vap,32,0.001,
7,1724476086,8,0.05760265142,CND_multimodal_audio_only,3,val,vap,32,0.001,
8,1724480185,9,0.05699116737,CND_multimodal_audio_only,3,val,vap,32,0.001,
9,1724484283,10,0.05856689811,CND_multimodal_audio_only,3,val,vap,32,0.001,
0,1724488374,1,0.05778929964,CND_multimodal_audio_only,4,val,vap,32,0.001,
1,1724492463,2,0.05714095756,CND_multimodal_audio_only,4,val,vap,32,0.001,
2,1724496549,3,0.05600067601,CND_multimodal_audio_only,4,val,vap,32,0.001,
3,1724500634,4,0.05611458793,CND_multimodal_audio_only,4,val,vap,32,0.001,
4,1724504732,5,0.05543613806,CND_multimodal_audio_only,4,val,vap,32,0.001,
5,1724508835,6,0.05577537417,CND_multimodal_audio_only,4,val,vap,32,0.001,
6,1724512962,7,0.05516724661,CND_multimodal_audio_only,4,val,vap,32,0.001,
7,1724517105,8,0.05544158444,CND_multimodal_audio_only,4,val,vap,32,0.001,
8,1724521259,9,0.0564071089,CND_multimodal_audio_only,4,val,vap,32,0.001,
9,1724525422,10,0.05566322803,CND_multimodal_audio_only,4,val,vap,32,0.001,
0,1724324544,1,0.05895911157,CND_multimodal_audio_only,0,val,vap,32,0.001,
1,1724328624,2,0.05818928033,CND_multimodal_audio_only,0,val,vap,32,0.001,
2,1724332698,3,0.05766612664,CND_multimodal_audio_only,0,val,vap,32,0.001,
3,1724336798,4,0.05774796009,CND_multimodal_audio_only,0,val,vap,32,0.001,
4,1724340880,5,0.0592235364,CND_multimodal_audio_only,0,val,vap,32,0.001,
5,1724344975,6,0.05758184195,CND_multimodal_audio_only,0,val,vap,32,0.001,
6,1724349054,7,0.05738032609,CND_multimodal_audio_only,0,val,vap,32,0.001,
7,1724353144,8,0.05708914623,CND_multimodal_audio_only,0,val,vap,32,0.001,
8,1724357227,9,0.05701353028,CND_multimodal_audio_only,0,val,vap,32,0.001,
9,1724361313,10,0.05736485124,CND_multimodal_audio_only,0,val,vap,32,0.001,
0,1724365402,1,0.05837773904,CND_multimodal_audio_only,1,val,vap,32,0.001,
1,1724369494,2,0.05788116902,CND_multimodal_audio_only,1,val,vap,32,0.001,
2,1724373596,3,0.05726566538,CND_multimodal_audio_only,1,val,vap,32,0.001,
3,1724377709,4,0.05659532174,CND_multimodal_audio_only,1,val,vap,32,0.001,
4,1724381812,5,0.05812584981,CND_multimodal_audio_only,1,val,vap,32,0.001,
5,1724385920,6,0.05622503906,CND_multimodal_audio_only,1,val,vap,32,0.001,
6,1724390020,7,0.05732956156,CND_multimodal_audio_only,1,val,vap,32,0.001,
7,1724394153,8,0.05722904578,CND_multimodal_audio_only,1,val,vap,32,0.001,
8,1724398261,9,0.05648392439,CND_multimodal_audio_only,1,val,vap,32,0.001,
9,1724402405,10,0.05742368102,CND_multimodal_audio_only,1,val,vap,32,0.001,
0,1721286970,1,0.06502500176,CND,1,train,vad,32,0.001,
1,1721293293,2,0.06169786304,CND,1,train,vad,32,0.001,
2,1721299150,3,0.06066249311,CND,1,train,vad,32,0.001,
3,1721305021,4,0.06001071632,CND,1,train,vad,32,0.001,
4,1721310922,5,0.05949922279,CND,1,train,vad,32,0.001,
5,1721316812,6,0.05905391276,CND,1,train,vad,32,0.001,
6,1721322697,7,0.05869553983,CND,1,train,vad,32,0.001,
7,1721328584,8,0.05834823847,CND,1,train,vad,32,0.001,
0,1721346191,1,0.06485162675,CND,2,train,vad,32,0.001,
1,1721352045,2,0.06168594956,CND,2,train,vad,32,0.001,
2,1721357899,3,0.06072379649,CND,2,train,vad,32,0.001,
3,1721363764,4,0.06007336453,CND,2,train,vad,32,0.001,
4,1721369626,5,0.0595824942,CND,2,train,vad,32,0.001,
5,1721375485,6,0.05915369838,CND,2,train,vad,32,0.001,
6,1721381347,7,0.05879313499,CND,2,train,vad,32,0.001,
7,1721387251,8,0.05846970528,CND,2,train,vad,32,0.001,
8,1721393120,9,0.05815178901,CND,2,train,vad,32,0.001,
0,1721463678,1,0.06464216858,CND,4,train,vad,32,0.001,
1,1721469565,2,0.06131028756,CND,4,train,vad,32,0.001,
2,1721475441,3,0.06036961451,CND,4,train,vad,32,0.001,
3,1721481322,4,0.05971039459,CND,4,train,vad,32,0.001,
4,1721487196,5,0.05919232965,CND,4,train,vad,32,0.001,
5,1721493073,6,0.05875895917,CND,4,train,vad,32,0.001,
6,1721498954,7,0.05839039385,CND,4,train,vad,32,0.001,
7,1721504832,8,0.05804023519,CND,4,train,vad,32,0.001,
8,1721510710,9,0.05773963407,CND,4,train,vad,32,0.001,
9,1721516585,10,0.05744341016,CND,4,train,vad,32,0.001,
0,1721404875,1,0.0651524961,CND,3,train,vad,32,0.001,
1,1721410753,2,0.06130076572,CND,3,train,vad,32,0.001,
2,1721416635,3,0.06025495753,CND,3,train,vad,32,0.001,
3,1721422510,4,0.05957994983,CND,3,train,vad,32,0.001,
4,1721428393,5,0.05905997753,CND,3,train,vad,32,0.001,
5,1721434273,6,0.05863840133,CND,3,train,vad,32,0.001,
6,1721440153,7,0.05826318637,CND,3,train,vad,32,0.001,
7,1721446026,8,0.05793611705,CND,3,train,vad,32,0.001,
8,1721451902,9,0.05763062462,CND,3,train,vad,32,0.001,
9,1721457781,10,0.05733979121,CND,3,train,vad,32,0.001,
0,1721228447,1,0.06539860368,CND,0,train,vad,32,0.001,
1,1721234301,2,0.06167387217,CND,0,train,vad,32,0.001,
2,1721240150,3,0.06056369469,CND,0,train,vad,32,0.001,
3,1721245999,4,0.05988300592,CND,0,train,vad,32,0.001,
4,1721251850,5,0.05935781822,CND,0,train,vad,32,0.001,
5,1721257701,6,0.05893745646,CND,0,train,vad,32,0.001,
6,1721263555,7,0.05854742229,CND,0,train,vad,32,0.001,
7,1721269404,8,0.05819512159,CND,0,train,vad,32,0.001,
0,1721463678,1,0.004751375411,CND,4,train,vap,32,0.001,
1,1721469565,2,0.004447597079,CND,4,train,vap,32,0.001,
2,1721475441,3,0.004340720363,CND,4,train,vap,32,0.001,
3,1721481322,4,0.004269209225,CND,4,train,vap,32,0.001,
4,1721487196,5,0.004217304755,CND,4,train,vap,32,0.001,
5,1721493073,6,0.00417438196,CND,4,train,vap,32,0.001,
6,1721498954,7,0.004140098114,CND,4,train,vap,32,0.001,
7,1721504832,8,0.004109543748,CND,4,train,vap,32,0.001,
8,1721510710,9,0.004083703738,CND,4,train,vap,32,0.001,
9,1721516585,10,0.004060705658,CND,4,train,vap,32,0.001,
0,1721346191,1,0.004786950536,CND,2,train,vap,32,0.001,
1,1721352045,2,0.004466910847,CND,2,train,vap,32,0.001,
2,1721357899,3,0.004354889039,CND,2,train,vap,32,0.001,
3,1721363764,4,0.004283365794,CND,2,train,vap,32,0.001,
4,1721369626,5,0.004231272265,CND,2,train,vap,32,0.001,
5,1721375485,6,0.004189657513,CND,2,train,vap,32,0.001,
6,1721381347,7,0.004155730363,CND,2,train,vap,32,0.001,
7,1721387251,8,0.004127123859,CND,2,train,vap,32,0.001,
8,1721393120,9,0.004100760911,CND,2,train,vap,32,0.001,
9,1721398996,10,0.004077855963,CND,2,train,vap,32,0.001,
0,1721228447,1,0.004776057322,CND,0,train,vap,32,0.001,
1,1721234301,2,0.004476517439,CND,0,train,vap,32,0.001,
2,1721240150,3,0.004366398789,CND,0,train,vap,32,0.001,
3,1721245999,4,0.004293252248,CND,0,train,vap,32,0.001,
4,1721251850,5,0.004238806199,CND,0,train,vap,32,0.001,
5,1721257701,6,0.00419297209,CND,0,train,vap,32,0.001,
6,1721263555,7,0.004157134332,CND,0,train,vap,32,0.001,
7,1721269404,8,0.004124055617,CND,0,train,vap,32,0.001,
8,1721275258,9,0.00409703888,CND,0,train,vap,32,0.001,
9,1721281110,10,0.00407282589,CND,0,train,vap,32,0.001,
0,1721404875,1,0.004751629196,CND,3,train,vap,32,0.001,
1,1721410753,2,0.004442371428,CND,3,train,vap,32,0.001,
2,1721416635,3,0.004334287252,CND,3,train,vap,32,0.001,
3,1721422510,4,0.004262989853,CND,3,train,vap,32,0.001,
4,1721428393,5,0.004211380146,CND,3,train,vap,32,0.001,
5,1721434273,6,0.004169113934,CND,3,train,vap,32,0.001,
6,1721440153,7,0.004133901559,CND,3,train,vap,32,0.001,
7,1721446026,8,0.004103712272,CND,3,train,vap,32,0.001,
8,1721451902,9,0.00407830067,CND,3,train,vap,32,0.001,
9,1721457781,10,0.004053798039,CND,3,train,vap,32,0.001,
0,1721286970,1,0.004794364329,CND,1,train,vap,32,0.001,
1,1721293293,2,0.004482972901,CND,1,train,vap,32,0.001,
2,1721299150,3,0.004368821159,CND,1,train,vap,32,0.001,
