corpus,kind,metric,Unnamed: 0,f1_weighted,f1_0,f1_1,bal_acc
SWB_GT,gap_1000,shift_hold_p_future_before,2.0,0.749326229095459,0.8590541958808899,0.3455017209053039,0.5934751460376942
SWB_GT,gap_1250,shift_hold_p_future_after,2.0,0.6893697023391724,0.8059805512428284,0.37668734788894653,0.5872689038815386
SWB_GT,gap_1250,shift_hold_p_future_before,2.0,0.7051525950431824,0.8157056570053101,0.4087138593196869,0.6063786909664418
SWB_GT,gap_1500,shift_hold_p_future_after,2.0,0.6499170899391175,0.7493619799613953,0.4397996664047241,0.5953459738980547
SWB_GT,gap_1500,shift_hold_p_future_before,2.0,0.638837480545044,0.7501225948333741,0.40370288491249084,0.5780226545185915
SWB_GT,gap_2000,shift_hold_p_future_after,2.0,1.0,1.0,0.0,1.0
SWB_GT,gap_2000,shift_hold_p_future_before,2.0,1.0,1.0,0.0,1.0
SWB_GT,gap_500,shift_hold_p_future_after,2.0,0.7864144325256348,0.8841161489486694,0.3925092875957489,0.6216440819457856
SWB_GT,gap_500,shift_hold_p_future_before,2.0,0.7794006586074829,0.8795539736747742,0.3756112813949585,0.61368930090653
SWB_GT,gap_750,shift_hold_p_future_after,2.0,0.7675559878349304,0.8730025053024292,0.3425087332725525,0.5963842820857612
SWB_GT,gap_750,shift_hold_p_future_before,2.0,0.7712033271789551,0.8752506852149964,0.35179597735404966,0.6018720172963852
